Event,Site,Date,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination,Moves,WhiteFirstMove,BlackFirstMove,MyResult,MyFirstMove,MyElo,MyOpponentsElo
Rated Bullet game,https://lichess.org/XrwyuxVz,2021.07.09,OzymandiasS,Djeffou,1-0,2021/07/09,17:51:26,1637,1652,+6,-6,Standard,60+0,B10,Normal,1. e4 c6 2. Nf3 d5 3. d3 dxe4 4. dxe4 Qxd1+ 5. Kxd1 Nd7 6. Bd3 e5 7. Ke2 Ngf6 8. Be3 Bd6 9. Nc3 Nb6 10. Rhd1 Be6 11. Kf1 O-O 12. Ne2 Rac8 13. c3 Rfd8 14. b4 c5 15. bxc5 Bxc5 16. Bxc5 Rxc5 17. a4 Nc4 18. Kg1 Nb6 19. a5 Nc4 20. Bxc4 Bxc4 21. Rxd8+ 1-0,e4,c6,Win,e4,1637,1652
Rated Bullet game,https://lichess.org/x3sMqKoE,2021.07.09,OzymandiasS,wingsms,0-1,2021/07/09,17:49:02,1642,1656,-5,+5,Standard,60+0,B00,Normal,1. e4 b5 2. Nf3 Bb7 3. d3 e6 4. Be3 c5 5. Nc3 Nc6 6. Ne2 b4 7. g4 Nf6 8. Bh3 d5 9. exd5 Nxd5 10. Bg2 Qc7 11. h3 Bd6 12. Qd2 O-O-O 13. Ng5 Nxe3 14. Qxe3 Bf4 15. Nxf4 Nd4 16. O-O-O Bxg2 17. Nxg2 f6 18. Nxe6 Nxe6 19. Qxe6+ Kb8 20. f4 Rhe8 21. Qc4 a5 22. Rhe1 Rf8 23. Ne3 Rd4 24. Qb5+ Ka8 25. f5 Rb8 26. Qa4 Qf4 27. Kb1 b3 28. axb3 Rxa4 29. bxa4 Qxa4 30. Nc4 Qb5 31. Kc1 a4 32. Nd2 Qxb2# 0-1,e4,b5,Loss,e4,1642,1656
Rated Bullet game,https://lichess.org/Ip6nVn0J,2021.07.09,OzymandiasS,maurinho,0-1,2021/07/09,17:46:58,1647,1669,-5,+5,Standard,60+0,C54,Time forfeit,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Nc3 O-O 8. O-O Bxc3 9. bxc3 Nxe4 10. d5 Na5 11. Qd4 Nxc4 12. Qxc4 Nf6 13. Bg5 d6 14. Rfe1 h6 15. Bh4 Bd7 16. Re2 a6 17. Rae1 Bb5 18. Qd4 Bxe2 19. Rxe2 c5 20. dxc6 bxc6 21. Rd2 Rb8 22. Bxf6 Rb1+ 23. Rd1 Rxd1+ 24. Qxd1 Qxf6 0-1,e4,e5,Loss,e4,1647,1669
Rated Bullet game,https://lichess.org/LMUF8GLA,2021.07.09,alexmar3007,OzymandiasS,1-0,2021/07/09,17:44:33,1700,1652,+5,-5,Standard,60+0,B01,Time forfeit,1. e4 d5 2. exd5 Qxd5 3. Qf3 Qxf3 4. Nxf3 Nf6 5. Bc4 e6 6. Ne5 Bd6 7. d4 O-O 8. f4 Nbd7 9. O-O b6 10. Nc3 Bb7 11. Be3 c5 12. dxc5 Nxc5 13. Bxc5 Bxc5+ 14. Kh1 Rad8 15. Rad1 h6 16. h3 Ne4 17. Nxe4 Bxe4 18. Rxd8 Rxd8 19. Re1 Bxc2 20. Re2 Bh7 21. b3 Rd1+ 22. Kh2 Rd8 23. Rb2 Bd4 24. Re2 Bxe5 25. Rxe5 Kf8 26. Bb5 Ke7 27. Re2 Bd3 28. Rd2 Bxb5 29. Rxd8 Kxd8 30. Kg3 Ke7 31. b4 Bd3 32. a3 Bb1 33. Kf3 Ba2 34. g3 Kd6 35. h4 f6 36. Ke4 g6 37. Kd4 Bd5 38. Ke3 a6 39. Kf2 a5 40. bxa5 bxa5 41. Ke3 Kc5 42. Kd3 Kb5 43. Kc3 Ka4 44. Kb2 1-0,e4,d5,Loss,d5,1652,1700
Rated Bullet game,https://lichess.org/mKnnaHF8,2021.07.09,OzymandiasS,robinchesshood,1-0,2021/07/09,17:42:27,1646,1709,+6,-7,Standard,60+0,B12,Time forfeit,1. e4 c6 2. d4 d5 3. e5 Bf5 4. f4 e6 5. Nf3 h6 6. Bd3 c5 7. Bxf5 exf5 8. O-O cxd4 9. Qxd4 Nc6 10. Qf2 b6 11. Kh1 Bc5 12. Qe2 Nge7 13. Nc3 O-O 14. Be3 Rb8 15. Rad1 Qc7 16. Bxc5 bxc5 17. Nxd5 Nxd5 18. Rxd5 Rxb2 19. Rfd1 Nd4 20. Nxd4 cxd4 21. R5xd4 Rxc2 22. R4d2 Rc1 23. Rxc1 Qxc1+ 24. Rd1 1-0,e4,c6,Win,e4,1646,1709
Rated Bullet game,https://lichess.org/1rQISFys,2021.07.09,OzymandiasS,efekan26,0-1,2021/07/09,17:40:17,1650,1723,-4,+5,Standard,60+0,A42,Time forfeit,1. e4 d6 2. d4 g6 3. c4 Bg7 4. Nc3 c6 5. Be3 Nd7 6. Nf3 Qb6 7. Be2 c5 8. b3 Qa5 9. Bd2 cxd4 10. Nd5 Qd8 11. Bd3 e6 12. Nf4 e5 13. Nd5 Ne7 14. O-O Nxd5 15. exd5 O-O 16. Qc2 Nf6 17. Rfe1 Qb6 18. Re2 a5 19. Rae1 a4 20. Ng5 h6 21. Ne4 Nxe4 22. Rxe4 axb3 23. axb3 Bf5 24. Rh4 Bxd3 25. Qxd3 Ra6 26. Bxh6 Bxh6 27. Rxh6 Rfa8 28. Qh3 Kf8 29. Qd7 Qd8 30. Rh8+ Kg7 31. Rxd8 Rxd8 32. Qxd8 Kh6 33. Qh4+ Kg7 34. h3 Kf8 35. Re4 Kg7 36. Rg4 Ra1+ 37. Kh2 Rh1+ 0-1,e4,d6,Loss,e4,1650,1723
Rated Bullet game,https://lichess.org/22lT6SY2,2021.07.09,cirmosqci,OzymandiasS,0-1,2021/07/09,17:37:51,1644,1644,-6,+6,Standard,60+0,C00,Time forfeit,1. e4 d6 2. d4 e6 3. Nf3 g6 4. Bd3 Bg7 5. h4 Ne7 6. h5 b6 7. h6 Bf8 8. Bg5 Bb7 9. Bf6 Rg8 10. Ng5 Nd7 11. Nxh7 c5 12. c3 Qc7 13. Nd2 O-O-O 14. Qe2 Nxf6 15. Nxf6 Rh8 16. h7 d5 17. e5 cxd4 18. cxd4 Kb8 19. Nb3 Bg7 20. Rc1 Nc6 21. Ba6 Bxf6 22. exf6 Bxa6 23. Qxa6 Qd7 24. Qb5 Rc8 25. Ke2 Nxd4+ 26. Nxd4 Qxb5+ 27. Nxb5 Rxc1 28. Rxc1 Rxh7 29. Nd6 Rh8 30. Nxf7 Rf8 31. Ng5 Rxf6 0-1,e4,d6,Win,d6,1644,1644
Rated Bullet game,https://lichess.org/IkGBDsaE,2021.07.09,jesusa3164,OzymandiasS,1-0,2021/07/09,17:36:23,1592,1651,+7,-7,Standard,60+0,D00,Normal,1. d4 d5 2. Bf4 e6 3. e3 Nf6 4. c3 Bd6 5. Nf3 Bxf4 6. exf4 O-O 7. Bd3 b6 8. Nbd2 Bb7 9. O-O c5 10. Ne5 Nc6 11. Re1 Nxe5 12. fxe5 Nd7 13. Qh5 g6 14. Qh3 cxd4 15. cxd4 Qg5 16. Re3 f5 17. exf6 Rxf6 18. Rxe6 Rxe6 19. Qxe6+ Kf8 20. Nf3 Bc8 21. Nxg5 1-0,d4,d5,Loss,d5,1651,1592
Rated Bullet game,https://lichess.org/vkFLLGgf,2021.07.08,GIXER,OzymandiasS,0-1,2021/07/08,21:17:03,1685,1645,-6,+6,Standard,60+0,D00,Time forfeit,1. d4 d5 2. c3 e6 3. g3 Nf6 4. Nf3 Be7 5. Bg2 O-O 6. O-O b6 7. Bg5 Bb7 8. Bxf6 Bxf6 9. Ne5 Nd7 10. f4 c5 11. f5 exf5 12. Nxd7 Qxd7 13. Nd2 Rfe8 14. Nf3 Re7 15. Ne5 Bxe5 16. dxe5 Rxe5 17. c4 d4 18. b3 Bxg2 19. Kxg2 Rae8 20. e3 Rxe3 21. Rf3 Re2+ 22. Rf2 Qc6+ 23. Kg1 Re1+ 24. Rf1 Rxd1 25. Rfxd1 g6 26. Re1 Rxe1+ 27. Rxe1 Qf3 28. Rf1 Qe3+ 29. Rf2 d3 30. Kg2 d2 31. Rxd2 Qxd2+ 32. Kf3 Qxa2 33. Kf4 Qxb3 34. h4 Qxc4+ 35. Kg5 Kg7 36. g4 fxg4 37. h5 gxh5 38. Kxh5 a5 39. Kh4 b5 40. Kg3 Qc3+ 41. Kh4 b4 42. Kg5 c4 43. Kf5 a4 44. Ke4 g3 45. Kd5 g2 46. Kc5 b3 47. Kb5 a3 0-1,d4,d5,Win,d5,1645,1685
Rated Bullet game,https://lichess.org/I7axUSNe,2021.07.08,OzymandiasS,sadomazzo,1-0,2021/07/08,21:16:10,1640,1539,+5,-4,Standard,60+0,B00,Normal,1. e4 b6 2. d4 Bb7 3. Nf3 g6 4. c4 Bg7 5. Nc3 e6 6. Be3 Ne7 7. Be2 c6 8. O-O h6 9. Rc1 g5 10. b4 d5 11. cxd5 exd5 12. exd5 Nxd5 13. Nxd5 cxd5 14. Bb5+ Nc6 15. Bxc6+ Bxc6 16. Rxc6 Rc8 17. Rxc8 Qxc8 18. Qc1 g4 19. Qxc8+ Ke7 20. Qc7+ Kf8 21. Ne5 h5 1-0,e4,b6,Win,e4,1640,1539
Rated Bullet game,https://lichess.org/QozbRogV,2021.07.08,OzymandiasS,Dukelam,1/2-1/2,2021/07/08,21:14:14,1640,1639,+0,+0,Standard,60+0,B10,Normal,1. e4 c6 2. Nf3 d5 3. exd5 cxd5 4. d4 Nf6 5. c4 e6 6. cxd5 Bd7 7. dxe6 Bxe6 8. Nc3 Bb4 9. Bb5+ Nbd7 10. O-O O-O 11. Bd2 a6 12. Bd3 b5 13. a3 Nd5 14. axb4 Nxb4 15. Ne4 Nxd3 16. Bb4 Nxb2 17. Qc2 Nc4 18. Bxf8 Qxf8 19. Rac1 Rc8 20. Qe2 Nf6 21. Neg5 g6 22. Nxe6 fxe6 23. Qxe6+ Qf7 24. Qxc8+ Kg7 25. Ne5 Qf8 26. Qc7+ Kg8 27. f4 Qg7 28. Qd8+ Qf8 29. Qc7 Qg7 30. Qc8+ Qf8 31. Qc7 1/2-1/2,e4,c6,Draw,e4,1640,1639
Rated Bullet game,https://lichess.org/AkduAy9W,2021.07.08,carlosnoriega,OzymandiasS,0-1,2021/07/08,20:47:50,1624,1635,-6,+5,Standard,60+0,C00,Time forfeit,1. e4 e6 2. d4 d6 3. Bd3 Nc6 4. c3 Bd7 5. Nf3 g6 6. Be3 Bg7 7. Nbd2 Nge7 8. O-O O-O 9. Re1 a6 10. Nf1 Qc8 11. Ng3 Nd8 12. Rc1 f5 13. Bc2 fxe4 14. Nxe4 d5 15. Ng3 c5 16. Qd3 c4 17. Qd2 b5 18. b3 Nec6 19. Qe2 Nb7 20. Bf4 Rf7 21. Qd2 Nba5 22. Ne5 Nxe5 23. Bxe5 Bxe5 24. Rxe5 Qc7 25. Rce1 Re8 26. f4 cxb3 27. axb3 Rfe7 28. Nf1 Nb7 29. Qe3 Nd6 30. Qh3 Ne4 31. Bxe4 dxe4 32. R5xe4 Bc6 33. Rxe6 Rxe6 34. Rxe6 Rxe6 35. Qxe6+ Qf7 36. Qe5 Bb7 37. Qb8+ Kg7 38. Qe5+ Kh6 0-1,e4,e6,Win,e6,1635,1624
Rated Bullet game,https://lichess.org/FbVbcSem,2021.07.07,OzymandiasS,kadircevirme,1-0,2021/07/07,00:08:28,1630,1546,+5,-5,Standard,60+0,B06,Normal,1. e4 g6 2. Nf3 Bg7 3. d4 e6 4. c4 Ne7 5. Be3 d6 6. Be2 Nd7 7. O-O b6 8. Nc3 Bb7 9. Qc2 O-O 10. Rad1 Rc8 11. Rfe1 c5 12. d5 exd5 13. exd5 Ne5 14. Nxe5 dxe5 15. Bg5 Qc7 16. Ne4 f6 17. d6 Qd7 18. dxe7 Qxe7 19. Be3 Bxe4 20. Qxe4 f5 21. Qd5+ Kh8 22. Bc1 Rcd8 23. Qf3 Rxd1 24. Rxd1 e4 25. Qf4 Qe5 26. Qxe5 Bxe5 27. Rd5 Kg7 28. Rxe5 Rf6 29. Bg5 Rc6 30. Re7+ Kf8 31. Rxa7 Rd6 32. h3 Rd2 33. Bxd2 e3 34. Bxe3 1-0,e4,g6,Win,e4,1630,1546
Rated Bullet game,https://lichess.org/AGDfqHiY,2021.07.07,daddyben7,OzymandiasS,0-1,2021/07/07,00:05:57,1612,1625,-5,+5,Standard,60+0,A00,Time forfeit,1. d3 d6 2. e3 e5 3. Be2 g6 4. g4 Bg7 5. h4 Ne7 6. g5 Nbc6 7. e4 Be6 8. c4 Nd4 9. Nc3 c6 10. Nd5 cxd5 11. cxd5 Bd7 12. Nf3 Nxe2 13. Qxe2 Qa5+ 14. Bd2 Qb6 15. b3 O-O 16. h5 f5 17. gxf6 Rxf6 18. hxg6 Nxg6 19. Ng5 h6 20. Qh5 Qxf2+ 21. Kd1 hxg5 22. Qh7+ Kf7 23. Bb4 Qf3+ 24. Kc2 Rc8+ 25. Kb2 Qe2+ 26. Ka3 Qxd3 27. Rh6 Qa6+ 28. Kb2 Rf2+ 29. Kb1 Qf1+ 0-1,d3,d6,Win,d6,1625,1612
Rated Bullet game,https://lichess.org/jVgCQFFq,2021.07.07,DeckerNick,OzymandiasS,1-0,2021/07/07,00:02:55,1549,1632,+7,-7,Standard,60+0,C46,Time forfeit,1. e4 e5 2. Nf3 Nc6 3. Nc3 d6 4. d4 Be6 5. dxe5 Nxe5 6. Nxe5 dxe5 7. Qxd8+ Rxd8 8. Be3 Bb4 9. Bd3 a6 10. O-O-O Ne7 11. Ne2 Bd6 12. Nc3 Nc6 13. a3 f6 14. h3 O-O 15. g4 b5 16. f4 exf4 17. Bd2 Na5 18. Nd5 c5 19. Nxf4 c4 20. Nxe6 cxd3 21. Nxf8 dxc2 22. Kxc2 Bxf8 23. Bxa5 Rc8+ 24. Kb3 Be7 25. Bb4 Bd8 26. Rd3 Bb6 27. Rhd1 h6 28. Bc3 Kh7 29. Bd4 Ba5 30. Bc3 Bc7 31. Ka2 Bf4 32. Rd8 Rc7 33. R1d7 Rc6 34. Rd6 Bxd6 35. Rxd6 Rxd6 36. Bb4 Rd2 37. Bxd2 Kg6 38. Bc3 Kg5 39. b4 Kh4 40. Kb3 Kxh3 41. e5 Kxg4 42. e6 f5 43. e7 f4 44. e8=Q f3 45. Qe4+ Kg3 46. Qe3 1-0,e4,e5,Loss,e5,1632,1549
Rated Bullet game,https://lichess.org/iCoAVfoq,2021.07.07,OzymandiasS,verdeer,0-1,2021/07/07,00:00:41,1636,1731,-4,+5,Standard,60+0,C41,Time forfeit,1. e4 e5 2. Nf3 d6 3. Bc4 Nf6 4. Ng5 Be7 5. d3 O-O 6. Be3 Nc6 7. O-O d5 8. exd5 Nxd5 9. Bxd5 Bxg5 10. Bxc6 Bxe3 11. fxe3 bxc6 12. Qh5 Kh8 13. Nc3 f6 14. e4 Qe8 15. Qe2 Qg6 16. Rf3 Bg4 17. Rg3 Bxe2 18. Rxg6 Bxd3 19. Rxg7 Kxg7 20. cxd3 Rad8 21. Ne2 Rxd3 22. Ng3 Rfd8 23. Nf5+ Kh8 0-1,e4,e5,Loss,e4,1636,1731
Rated Bullet game,https://lichess.org/sUoXkV0L,2021.07.06,edgar3403,OzymandiasS,1-0,2021/07/06,23:59:06,1639,1642,+6,-6,Standard,60+0,B01,Normal,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 c6 5. Bd2 Qc7 6. Nf3 Nf6 7. Bd3 e6 8. Qe2 Bd6 9. O-O-O O-O 10. h3 b5 11. g4 a5 12. g5 Nfd7 13. h4 Bf4 14. Qe4 Bxd2+ 15. Nxd2 g6 16. h5 c5 17. hxg6 fxg6 18. Qxe6+ Kg7 19. Qe7+ Rf7 20. Rxh7+ Kxh7 21. Qxf7+ Kh8 22. Rh1+ 1-0,e4,d5,Loss,d5,1642,1639
Rated Bullet game,https://lichess.org/ghTlbYEF,2021.07.06,redred,OzymandiasS,1-0,2021/07/06,00:02:36,1651,1647,+6,-5,Standard,60+0,A10,Normal,1. c4 d6 2. Nc3 e6 3. e4 g6 4. Nf3 Bg7 5. Be2 Ne7 6. O-O O-O 7. d4 b6 8. Be3 Bb7 9. Qc2 Nd7 10. Rad1 Rc8 11. Nd2 c5 12. f4 cxd4 13. Nb5 dxe3 14. Nb3 Nc5 15. Nxc5 bxc5 16. Nxd6 Qc7 17. Nxc8 Rxc8 18. Bf3 f5 19. Kh1 fxe4 20. Bxe4 Bxe4 21. Qxe4 Nf5 22. Qxe6+ Kf8 23. Rd7 Qb6 24. Qf7# 1-0,c4,d6,Loss,d6,1647,1651
Rated Bullet game,https://lichess.org/lBFYMiCb,2021.07.06,OzymandiasS,TipOfTheQ,1-0,2021/07/06,00:00:51,1641,1643,+6,-6,Standard,60+0,C00,Normal,1. e4 e6 2. d4 c5 3. dxc5 Bxc5 4. Nc3 Nc6 5. Be3 Bb4 6. Bd2 Nf6 7. Nf3 Bxc3 8. Bxc3 O-O 9. Bd3 a6 10. O-O d5 11. exd5 Nxd5 12. Bd2 b5 13. c3 Bb7 14. Bg5 Qb6 15. Be4 h6 16. Bh4 Rad8 17. Qc2 Rd7 18. Rad1 Ne3 19. fxe3 Qxe3+ 20. Bf2 1-0,e4,e6,Win,e4,1641,1643
Rated Bullet game,https://lichess.org/qjIErPBx,2021.07.05,lazy_doomer,OzymandiasS,0-1,2021/07/05,23:59:11,1621,1636,-5,+5,Standard,60+0,C00,Normal,1. e4 e6 2. d4 d6 3. Nc3 g6 4. Nf3 Bg7 5. Be3 Ne7 6. Bb5+ c6 7. Bd3 Nd7 8. h3 O-O 9. O-O d5 10. e5 f6 11. exf6 Nxf6 12. Ne5 Ne4 13. Bxe4 dxe4 14. Bg5 Bxe5 15. dxe5 Qxd1 16. Raxd1 Nd5 17. Nxd5 exd5 18. Bh6 Rf5 19. g4 Rf7 20. c4 Be6 21. Rxd5 cxd5 22. c5 d4 23. Rd1 d3 24. Rc1 Rc8 25. Rc3 Bxa2 26. Ra3 Bb1 27. Kg2 Rxc5 28. Ra6 bxa6 0-1,e4,e6,Win,e6,1636,1621
Rated Bullet game,https://lichess.org/rUzFD7fH,2021.07.05,OzymandiasS,lazy_doomer,1-0,2021/07/05,23:56:34,1630,1627,+6,-6,Standard,60+0,B50,Time forfeit,1. e4 c5 2. Nf3 d6 3. d3 e5 4. b3 Nf6 5. Bb2 Nc6 6. Nbd2 Qb6 7. Be2 Be7 8. O-O O-O 9. c3 d5 10. exd5 Nxd5 11. d4 cxd4 12. cxd4 Nxd4 13. Nxd4 Nf6 14. N4f3 Bd6 15. Nxe5 Bxe5 16. Bxe5 Nd5 17. Bf3 Nb4 18. Nc4 Qe6 19. Re1 Qg6 20. Be4 Qe6 21. Qd6 Qxd6 22. Bxd6 Nc6 23. Bxf8 Kxf8 24. Bxc6 bxc6 25. Nd6 Be6 26. Rac1 Bd5 27. Nb7 Rb8 28. Nc5 Rb5 29. Rc3 Ra5 30. Re2 Bxb3 31. Nxb3 Rd5 32. h3 Rd1+ 33. Kh2 Rd7 34. Rxc6 Re7 35. Rxe7 Kxe7 36. Rc7+ Kf6 37. Rxa7 Kg5 38. Rxf7 Kg6 39. Rc7 h5 40. a4 Kh6 41. a5 g6 42. a6 Kg5 43. a7 Kh6 44. a8=Q Kg5 45. Qd8+ Kh6 46. Rd7 1-0,e4,c5,Win,e4,1630,1627
Rated Bullet game,https://lichess.org/0tpo4KPi,2021.07.05,OzymandiasS,ahtapot007,0-1,2021/07/05,23:54:21,1637,1574,-7,+7,Standard,60+0,B33,Normal,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nxc6 bxc6 6. Nc3 e5 7. Be3 Bb4 8. Bd3 Bxc3+ 9. bxc3 d6 10. O-O Bg4 11. f4 Bxd1 12. Raxd1 exf4 13. Bxf4 O-O 14. e5 dxe5 15. Bxe5 Re8 16. Bxh7+ Kxh7 17. Rxd8 Rexd8 18. Bxf6 gxf6 19. Rxf6 Rd7 20. Rxc6 Rad8 21. c4 Rd1+ 22. Kf2 R8d2+ 23. Kg3 Rxc2 24. Rc7 Rxa2 25. c5 Kg6 26. c6 Ra3+ 27. Kf4 Rc1 28. Ke5 Ra6 29. Kd6 f5 30. Kd7 Rb6 31. Rxa7 Rbxc6 32. Ra5 Rc7+ 33. Kd6 R7c6+ 34. Kd7 R6c5 35. Ra6+ Kg5 36. h3 Rd5+ 37. Ke6 Rcd1 38. Ra7 Rd6+ 39. Ke5 R6d5+ 40. Ke6 f4 41. Rg7+ Kh6 42. Rf7 Rd6+ 43. Ke7 Rd7+ 44. Ke6 Rxf7 45. Kxf7 Rg1 46. g4 fxg3 47. Kf6 Rh1 48. h4 Rxh4 49. Kf5 g2 50. Kf6 Kh5 0-1,e4,c5,Loss,e4,1637,1574
Rated Bullet game,https://lichess.org/8Wri1Bce,2021.07.05,OzymandiasS,Tyrf1ng,0-1,2021/07/05,23:52:10,1642,1651,-5,+5,Standard,60+0,B32,Time forfeit,1. e4 c5 2. Nf3 Nc6 3. d4 e6 4. d5 exd5 5. exd5 Nd4 6. c4 Nxf3+ 7. Qxf3 d6 8. Bd3 Nf6 9. O-O Be7 10. Bg5 O-O 11. Re1 Bd7 12. Nd2 Bg4 13. Qg3 Bh5 14. f4 Bg6 15. Re2 Bxd3 16. Re3 Bg6 17. Rae1 Re8 18. Bxf6 Bxf6 19. f5 Rxe3 20. Rxe3 Bxf5 21. Qf4 Bg6 22. Nf3 Be5 23. Qg4 Qc8 24. Nxe5 Qxg4 25. Nxg4 h5 26. Nf2 Kf8 27. Rb3 b6 28. a4 Re8 29. a5 Re2 30. Kf1 Rc2 31. axb6 axb6 32. Rxb6 Rxc4 33. Rb8+ Ke7 34. Rb7+ Kf6 0-1,e4,c5,Loss,e4,1642,1651
Rated Bullet game,https://lichess.org/ON5T9jAr,2021.07.05,nike22,OzymandiasS,1-0,2021/07/05,23:49:56,1645,1648,+6,-6,Standard,60+0,A41,Time forfeit,1. d4 d6 2. c4 e6 3. g3 g6 4. Bg2 Bg7 5. Nf3 Ne7 6. O-O O-O 7. Nc3 f5 8. Qc2 e5 9. d5 e4 10. Nd2 c6 11. f3 cxd5 12. cxd5 Bd7 13. fxe4 fxe4 14. Ndxe4 Rxf1+ 15. Kxf1 Bf5 16. Qb3 Bxc3 17. Nxc3 Qa5 18. e4 Bg4 19. h3 Bd7 20. Kf2 Na6 21. a3 Rf8+ 22. Kg1 Nc5 23. Qc2 Nc8 24. b4 Qd8 25. bxc5 dxc5 26. e5 b6 27. e6 Be8 28. h4 Ne7 29. Bg5 Rf5 30. Rd1 Kg7 31. d6 Nc6 32. Bxd8 Nxd8 33. d7 Bxd7 34. Re1 1-0,d4,d6,Loss,d6,1648,1645
Rated Bullet game,https://lichess.org/R5xev5zN,2021.07.05,let12,OzymandiasS,1-0,2021/07/05,23:47:43,1669,1654,+8,-6,Standard,60+0,D00,Time forfeit,1. e3 d5 2. d4 e6 3. c4 Nf6 4. c5 Be7 5. b4 c6 6. a4 O-O 7. f3 Nbd7 8. g4 b6 9. h4 bxc5 10. bxc5 Qa5+ 11. Bd2 Qd8 12. g5 Ne8 13. Bh3 f6 14. f4 f5 15. Nf3 g6 16. Nc3 Ng7 17. O-O Nb8 18. Bg2 a5 19. Be1 Qc7 20. Bf2 Ba6 21. Qd2 Bxf1 22. Bxf1 Na6 23. Na2 Nb4 24. Nxb4 axb4 25. Qxb4 Rfb8 26. Qc3 Ne8 27. Be1 Qd7 28. a5 Nc7 29. Bd3 Nb5 30. Qd2 Nc7 31. Qe2 Bd8 32. a6 Nb5 33. Nd2 Qa7 34. Bxb5 cxb5 35. Nb3 Qc7 36. Ba5 Qc6 37. Bb6 Bxb6 38. cxb6 1-0,e3,d5,Loss,d5,1654,1669
Rated Bullet game,https://lichess.org/6udMMAj5,2021.07.05,OzymandiasS,WassupWassup,0-1,2021/07/05,23:46:41,1659,1663,-5,+6,Standard,60+0,C00,Normal,1. e4 d6 2. d4 e6 3. f4 Nf6 4. Nf3 Nc6 5. e5 dxe5 6. dxe5 Nd5 7. Nc3 Qd7 8. Nxd5 exd5 9. Nd4 a6 10. Nxc6 Qxc6 11. Bd3 b5 12. O-O Bb7 13. Be3 d4 14. Bf2 Qxg2# 0-1,e4,d6,Loss,e4,1659,1663
Rated Bullet game,https://lichess.org/iuXEKR0I,2021.07.05,Patty_Doo,OzymandiasS,0-1,2021/07/05,23:44:01,1646,1653,-6,+6,Standard,60+0,A06,Time forfeit,1. Nf3 d5 2. e3 e6 3. Bb5+ c6 4. Bf1 Nf6 5. b3 Be7 6. Bb2 O-O 7. Ng1 b6 8. Ne2 Bb7 9. Nbc3 Nbd7 10. Ng3 Rc8 11. Nce2 c5 12. Nf4 Re8 13. Nfe2 Bf8 14. Bxf6 Qxf6 15. Rb1 Qd8 16. Nf4 Nf6 17. Nfh5 Nxh5 18. Qxh5 g6 19. Qe2 f5 20. Qb5 Bc6 21. Qe2 e5 22. a4 d4 23. Qd1 dxe3 24. fxe3 f4 25. Bc4+ Bd5 26. Qe2 fxg3 27. hxg3 Bxc4 28. Qxc4+ Kg7 29. Kd1 Qg5 30. Kc1 Qxg3 31. Kb2 Be7 32. Rbf1 Bf6 33. Qd5 Rcd8 34. Qb7+ Re7 35. Qf3 e4+ 36. c3 exf3 37. Rxf3 Qxg2 38. Rfh3 Qxd2+ 39. Ka3 Qxc3 40. Rxh7+ Kf8 41. Rh8+ Bxh8 42. Rh7 Qb4+ 43. Ka2 Kg8 44. Rxe7 Qd2+ 45. Ka3 Bb2+ 46. Ka2 Bf6+ 47. Ka3 Bxe7 48. a5 Qxe3 49. Ka4 bxa5 50. Kb5 Qxb3+ 51. Ka6 g5 52. Kxa5 g4 53. Ka6 g3 54. Ka5 g2 55. Ka6 c4 0-1,Nf3,d5,Win,d5,1653,1646
Rated Bullet game,https://lichess.org/U1N6ZywH,2021.07.05,OzymandiasS,TriZeal,0-1,2021/07/05,23:41:35,1658,1739,-5,+23,Standard,60+0,C50,Time forfeit,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. O-O Nf6 5. d3 O-O 6. c3 d6 7. Be3 Bxe3 8. fxe3 Be6 9. d4 Bxc4 10. dxe5 Bxf1 11. exf6 Qxf6 12. Qxf1 Rfe8 13. Nbd2 Ne5 14. Nd4 Nc6 15. Qb5 a6 16. Qxb7 Nxd4 17. exd4 Rac8 18. Rf1 Qg5 19. Nf3 Qe3+ 20. Kh1 Rxe4 21. h3 Qh6 22. Qxe4 Qf6 23. Nd2 Kf8 24. Rxf6 gxf6 25. Qxh7 Ke7 26. Qe4+ Kd7 27. Qf5+ Kd8 28. Qxf6+ Kd7 29. Qxf7+ Kc6 30. Qc4+ Kb6 31. Qb4+ Kc6 32. Qc4+ Kd7 33. Qd3 Ke6 34. Ne4 Ke7 35. Qc4 Rf8 36. Qe6+ Kxe6 37. Ng5+ Kd7 38. Nh7 Rf1+ 0-1,e4,e5,Loss,e4,1658,1739
